Entry	Reviewed	Gene Names	Organism (ID)	EC number	Gene Ontology (GO)
P0AGB6	reviewed	rpoE sigE b2573 JW2557	83333		cytoplasm [GO:0005737]; cytosolic DNA-directed RNA polymerase complex [GO:0000345]; plasma membrane [GO:0005886]; sigma factor antagonist complex [GO:1903865]; DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; cellular response to cell envelope stress [GO:0036460]; DNA-templated transcription initiation [GO:0006352]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription [GO:0006355]; regulation of DNA-templated transcription initiation [GO:2000142]; response to osmotic stress [GO:0006970]; response to temperature stimulus [GO:0009266]; submerged biofilm formation [GO:0090605]
P0AGC0	reviewed	uhpT b3666 JW3641	83333		plasma membrane [GO:0005886]; glucose 6-phosphate:phosphate antiporter activity [GO:0061513]; hexose-phosphate:phosphate antiporter activity [GO:0015526]; glucose-6-phosphate transport [GO:0015760]; hexose phosphate transport [GO:0015712]; phosphate ion transmembrane transport [GO:0035435]
P0AGC3	reviewed	slt sltY b4392 JW4355	83333	4.2.2.n1	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; peptidoglycan-based cell wall [GO:0009274]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; lytic endotransglycosylase activity [GO:0008932]; lytic transglycosylase activity [GO:0008933]; cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]
P0AGD1	reviewed	sodC b1646 JW1638	83333	1.15.1.1	outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; zinc ion binding [GO:0008270]; removal of superoxide radicals [GO:0019430]; superoxide metabolic process [GO:0006801]
P0AGD3	reviewed	sodB b1656 JW1648	83333	1.15.1.1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; superoxide dismutase activity [GO:0004784]; removal of superoxide radicals [GO:0019430]; response to superoxide [GO:0000303]; superoxide metabolic process [GO:0006801]
P0AGD7	reviewed	ffh b2610 JW5414	83333	3.6.5.4	cytosol [GO:0005829]; ribonucleoprotein complex [GO:1990904]; signal recognition particle [GO:0048500]; 7S RNA binding [GO:0008312]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein targeting to membrane [GO:0006612]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
P0AGE0	reviewed	ssb exrB lexC b4059 JW4020	83333		cytosol [GO:0005829]; nucleoid [GO:0009295]; replisome [GO:0030894]; single-stranded DNA-binding protein complex [GO:0044777]; enzyme activator activity [GO:0008047]; identical protein binding [GO:0042802]; single-stranded DNA binding [GO:0003697]; DNA-templated DNA replication [GO:0006261]; mismatch repair [GO:0006298]; positive regulation of catalytic activity [GO:0043085]; recombinational repair [GO:0000725]; SOS response [GO:0009432]
P0AGE4	reviewed	sstT ygjU b3089 JW3060	83333		plasma membrane [GO:0005886]; L-serine transmembrane transporter activity [GO:0015194]; L-threonine transmembrane transporter activity [GO:0015195]; neutral L-amino acid transmembrane transporter activity [GO:0015175]; neutral L-amino acid:sodium symporter activity [GO:0005295]; amino acid transport [GO:0006865]; L-serine transport [GO:0015825]; serine transport [GO:0032329]; threonine transport [GO:0015826]
P0AGE6	reviewed	chrR yieF b3713 JW3691	83333	1.6.-.-; 1.6.5.2	cytosol [GO:0005829]; chromate reductase activity [GO:0034567]; FMN binding [GO:0010181]; identical protein binding [GO:0042802]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; NADPH dehydrogenase (quinone) activity [GO:0008753]; oxidoreductase activity [GO:0016491]; protein homotetramerization [GO:0051289]; xenobiotic metabolic process [GO:0006805]
P0AGE9	reviewed	sucD b0729 JW0718	83333	6.2.1.5	cytoplasm [GO:0005737]; cytosol [GO:0005829]; succinate-CoA ligase complex (ADP-forming) [GO:0009361]; nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; tricarboxylic acid cycle [GO:0006099]
P0AGF2	reviewed	csdE ygdK b2811 JW2782	83333		sulfur carrier activity [GO:0097163]; cyclic threonylcarbamoyladenosine biosynthetic process [GO:0061504]
P0AGF4	reviewed	xylE b4031 JW3991	83333		membrane [GO:0016020]; plasma membrane [GO:0005886]; D-xylose:proton symporter activity [GO:0015519]; transmembrane transporter activity [GO:0022857]; D-xylose transmembrane transport [GO:0015753]; transmembrane transport [GO:0055085]
P0AGF6	reviewed	tdcB b3117 JW3088	83333	4.3.1.17; 4.3.1.19	cytosol [GO:0005829]; protein-containing complex [GO:0032991]; amino acid binding [GO:0016597]; L-serine ammonia-lyase activity [GO:0003941]; nucleotide binding [GO:0000166]; pyridoxal phosphate binding [GO:0030170]; threonine aldolase activity [GO:0004793]; threonine deaminase activity [GO:0004794]; isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; L-threonine catabolic process to propionate [GO:0070689]; threonine catabolic process [GO:0006567]
P0AGG0	reviewed	thiL b0417 JW0407	83333	2.7.4.16	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; metal ion binding [GO:0046872]; thiamine-phosphate kinase activity [GO:0009030]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
P0AGG2	reviewed	tesB b0452 JW0442	83333	3.1.2.20	cytosol [GO:0005829]; fatty acyl-CoA hydrolase activity [GO:0047617]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; acyl-CoA metabolic process [GO:0006637]; fatty acid catabolic process [GO:0009062]
P0AGI1	reviewed	rbsC b3750 JW3729	83333		ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]; plasma membrane [GO:0005886]; D-ribose transmembrane transporter activity [GO:0015591]; D-ribose transmembrane transport [GO:0015752]
P0AGJ7	reviewed	trmL yibK b3606 JW3581	83333	2.1.1.207	cytoplasm [GO:0005737]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; tRNA (5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase activity [GO:0141102]; tRNA (cytidine(34)-2'-O)-methyltransferase activity [GO:0141098]; tRNA (uracil-2'-O-)-methyltransferase activity [GO:0052665]; wobble position cytosine ribose methylation [GO:0002131]; wobble position uridine ribose methylation [GO:0002132]
P0AGJ9	reviewed	tyrS b1637 JW1629	83333	6.1.1.1	cytosol [GO:0005829]; membrane [GO:0016020]; ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; tyrosine-tRNA ligase activity [GO:0004831]; tRNA aminoacylation [GO:0043039]; tyrosyl-tRNA aminoacylation [GO:0006437]
P0AGK1	reviewed	ubiA cyr b4040 JW4000	83333	2.5.1.39	plasma membrane [GO:0005886]; 4-hydroxybenzoate decaprenyltransferase activity [GO:0002083]; 4-hydroxybenzoate nonaprenyltransferase activity [GO:0047293]; 4-hydroxybenzoate octaprenyltransferase activity [GO:0008412]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]; ubiquinone biosynthetic process [GO:0006744]
P0AGM7	reviewed	uraA b2497 JW2482	83333		membrane [GO:0016020]; plasma membrane [GO:0005886]; protein homodimerization activity [GO:0042803]; uracil transmembrane transporter activity [GO:0015210]; uracil:monoatomic cation symporter activity [GO:0015505]; uracil import across plasma membrane [GO:0098721]; uracil transport [GO:0015857]
P0C018	reviewed	rplR b3304 JW3266	83333		cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]
P0C037	reviewed	ppnP yaiE b0391 JW0382	83333	2.4.2.1; 2.4.2.2	cytosol [GO:0005829]; guanosine phosphorylase activity [GO:0047975]; protein homodimerization activity [GO:0042803]; purine-nucleoside phosphorylase activity [GO:0004731]; pyrimidine-nucleoside phosphorylase activity [GO:0016154]; thymidine phosphorylase activity [GO:0009032]; uridine phosphorylase activity [GO:0004850]
P0C054	reviewed	ibpA hslT htpN b3687 JW3664	83333		cytosol [GO:0005829]; identical protein binding [GO:0042802]; mRNA 5'-UTR binding [GO:0048027]; protein homodimerization activity [GO:0042803]; negative regulation of translation [GO:0017148]; protein stabilization [GO:0050821]; response to heat [GO:0009408]
P0C058	reviewed	ibpB hslS htpE b3686 JW3663	83333		cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; protein stabilization [GO:0050821]; response to heat [GO:0009408]; stress response to copper ion [GO:1990169]
P0C077	reviewed	relE b1563 JW1555	83333	3.1.-.-	protein-DNA complex [GO:0032993]; toxin-antitoxin complex [GO:0110001]; DNA-binding transcription repressor activity [GO:0001217]; ribosome binding [GO:0043022]; RNA endonuclease activity [GO:0004521]; rRNA binding [GO:0019843]; toxin sequestering activity [GO:0097351]; transcription cis-regulatory region binding [GO:0000976]; cellular response to amino acid starvation [GO:0034198]; mRNA catabolic process [GO:0006402]; negative regulation of translation [GO:0017148]; regulation of DNA-templated transcription [GO:0006355]; regulation of growth [GO:0040008]; response to antibiotic [GO:0046677]; single-species biofilm formation [GO:0044010]
P0C079	reviewed	relB b1564 JW1556	83333		protein-DNA complex [GO:0032993]; toxin-antitoxin complex [GO:0110001]; DNA-binding transcription repressor activity [GO:0001217]; toxin sequestering activity [GO:0097351]; transcription cis-regulatory region binding [GO:0000976]; DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]; regulation of growth [GO:0040008]; single-species biofilm formation [GO:0044010]
P0C093	reviewed	slmA ttk yicB b3641 JW5641	83333		bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]; division septum site selection [GO:0000918]; negative regulation of division septum assembly [GO:0010974]; negative regulation of protein polymerization [GO:0032272]; regulation of DNA-templated transcription [GO:0006355]
P0C0K3	reviewed	srkA rdoA yihE b3859 JW3831	83333	2.7.11.1	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; response to stress [GO:0006950]
P0C0L2	reviewed	osmC b1482 JW1477	83333	1.11.1.-	cytosol [GO:0005829]; peroxidase activity [GO:0004601]; peroxiredoxin activity [GO:0051920]; protein homodimerization activity [GO:0042803]; hyperosmotic response [GO:0006972]; response to hydroperoxide [GO:0033194]; response to oxidative stress [GO:0006979]
P0C0L7	reviewed	proP b4111 JW4072	83333		plasma membrane [GO:0005886]; proline:proton symporter activity [GO:0005297]; protein homodimerization activity [GO:0042803]; amino acid transport [GO:0006865]; cellular hyperosmotic response [GO:0071474]; cellular hyperosmotic salinity response [GO:0071475]; glycine betaine transport [GO:0031460]; osmosensory signaling pathway [GO:0007231]; proline import across plasma membrane [GO:1905647]
P0C0R7	reviewed	rlmE ftsJ mrsF rrmJ b3179 JW3146	83333	2.1.1.166	cytosol [GO:0005829]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]; ribosomal large subunit assembly [GO:0000027]; RNA methylation [GO:0001510]; rRNA processing [GO:0006364]
P0C0S1	reviewed	mscS yggB b2924 JW2891	83333		membrane [GO:0016020]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; mechanosensitive monoatomic ion channel activity [GO:0008381]; intracellular water homeostasis [GO:0009992]; monoatomic ion transmembrane transport [GO:0034220]; protein homooligomerization [GO:0051260]
P0C0T5	reviewed	mepA b2328 JW2325	83333	3.4.24.-	outer membrane-bounded periplasmic space [GO:0030288]; endopeptidase activity [GO:0004175]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan metabolic process [GO:0000270]; proteolysis [GO:0006508]; response to xenobiotic stimulus [GO:0009410]
P0C0V0	reviewed	degP htrA ptd b0161 JW0157	83333	3.4.21.107	outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; chaperone-mediated protein folding [GO:0061077]; protein folding [GO:0006457]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; proteolysis [GO:0006508]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]; response to temperature stimulus [GO:0009266]
P0C7L2	reviewed	paaJ paaE ydbW b1397 JW1392	83333	2.3.1.174; 2.3.1.223	3-oxoadipyl-CoA thiolase activity [GO:0033812]; acetyl-CoA C-acyltransferase activity [GO:0003988]; transferase activity [GO:0016740]; 3,4-dihydroxybenzoate catabolic process [GO:0019619]; DNA damage response [GO:0006974]; fatty acid beta-oxidation [GO:0006635]; phenylacetate catabolic process [GO:0010124]
P0CE47	reviewed	tufA b3339 JW3301	83333		cytoplasm [GO:0005737]; guanyl-nucleotide exchange factor complex [GO:0032045]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]; response to antibiotic [GO:0046677]; translational elongation [GO:0006414]
P0CE48	reviewed	tufB b3980 JW3943	83333		cytoplasm [GO:0005737]; guanyl-nucleotide exchange factor complex [GO:0032045]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]; response to antibiotic [GO:0046677]; translational elongation [GO:0006414]
P0CG19	reviewed	rph orfE b3643 JW3618	83333		cytosol [GO:0005829]; 3'-5'-RNA exonuclease activity [GO:0000175]; RNA binding [GO:0003723]; tRNA binding [GO:0000049]; tRNA nucleotidyltransferase activity [GO:0009022]; rRNA 3'-end processing [GO:0031125]; rRNA catabolic process [GO:0016075]; tRNA 3'-end processing [GO:0042780]
P0DM85	reviewed	crfC yjdA b4109 JW4070	83333		bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]; regulation of single-species biofilm formation on inanimate substrate [GO:1900231]
P0DMC5	reviewed	rcsC b2218 JW5917/JW5920	83333	2.7.13.3	cytosol [GO:0005829]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; protein histidine kinase activity [GO:0004673]; cellular response to osmotic stress [GO:0071470]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]; single-species biofilm formation [GO:0044010]
P0DMC7	reviewed	rcsB b2217 JW2205	83333		cytosol [GO:0005829]; transcription regulator complex [GO:0005667]; DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription repressor activity [GO:0001217]; identical protein binding [GO:0042802]; cellular stress response to acidic pH [GO:1990451]; DNA-templated transcription [GO:0006351]; negative regulation of DNA-templated transcription [GO:0045892]; phosphorelay signal transduction system [GO:0000160]; positive regulation of cell projection organization [GO:0031346]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of bacterial-type flagellum-dependent cell motility [GO:1902021]; regulation of capsule organization [GO:1901913]; regulation of carbohydrate catabolic process [GO:0043470]; regulation of DNA-templated transcription [GO:0006355]; response to antibiotic [GO:0046677]; single-species biofilm formation on inanimate substrate [GO:0044011]
